"","DEGREE","PEOCNTCT","STRESS","SLPPRBLM","WKSMOOTH","UNEMP","SATFIN","CLASS_","SATJOB","WEEKSWRK","LIFE","HEALTH","HAPPY","RINCOME","INCOM16","SEXFREQ","SOCBAR","AGE"
"1891",1,NA,3,1,2,1,2,2,2,52,NA,NA,2,12,4,6,5,30
"1892",3,1,3,2,3,NA,1,3,2,52,2,2,1,12,3,0,2,56
"1893",3,3,NA,NA,NA,NA,2,2,NA,10,1,2,1,2,3,3,6,39
"1894",2,NA,NA,NA,NA,1,1,3,NA,0,NA,NA,1,6,3,5,NA,32
"1895",3,2,1,1,3,NA,2,2,2,52,2,2,2,12,4,0,NA,50
"1896",0,1,NA,NA,NA,1,2,1,NA,0,NA,NA,3,NA,3,0,NA,54
"1897",2,NA,3,2,2,2,1,3,2,52,NA,NA,1,12,2,4,6,43
"1898",1,NA,NA,NA,NA,2,2,3,NA,0,2,2,2,NA,3,0,NA,80
"1899",1,NA,3,1,2,NA,2,1,1,52,1,1,1,1,2,5,3,51
"1900",0,NA,NA,NA,NA,NA,3,3,NA,0,2,2,2,NA,2,NA,NA,71
"1901",1,3,3,3,2,NA,1,3,2,52,1,1,1,12,3,4,NA,39
"1902",1,2,NA,NA,NA,NA,1,3,NA,0,1,2,2,NA,3,0,3,84
"1903",1,4,3,2,4,2,2,2,2,52,1,2,2,12,4,4,NA,43
"1904",1,NA,NA,NA,NA,2,1,2,NA,0,NA,NA,1,NA,3,3,3,70
"1905",1,NA,3,2,2,2,1,2,1,52,NA,NA,2,12,3,4,4,58
"1906",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,NA,NA,82
"1907",3,NA,1,2,1,2,2,3,1,52,1,2,1,12,3,5,NA,37
"1908",1,NA,2,4,2,1,3,3,2,52,NA,NA,3,11,3,0,6,30
"1909",4,4,NA,NA,NA,2,1,3,1,52,NA,NA,1,12,4,3,5,58
"1910",1,1,NA,NA,NA,2,1,2,NA,0,2,3,2,NA,2,NA,NA,89
"1911",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,2,NA,NA,80
"1912",0,3,4,1,1,2,2,2,1,52,NA,NA,1,5,2,0,4,66
"1913",3,NA,2,1,4,1,2,2,2,40,NA,NA,2,9,2,6,5,30
"1914",1,5,2,1,4,2,2,2,1,52,2,2,2,12,2,0,NA,57
"1915",4,NA,3,2,2,2,1,3,1,52,2,2,1,12,3,4,NA,55
"1916",3,NA,3,2,2,2,2,3,2,44,1,2,1,12,3,4,NA,64
"1917",1,NA,4,4,2,2,3,2,1,24,2,2,2,12,3,3,NA,58
"1918",1,4,NA,NA,NA,2,3,2,1,52,NA,NA,2,12,3,2,5,44
"1919",1,3,NA,NA,NA,2,2,2,1,52,NA,NA,2,12,3,0,2,31
"1920",4,NA,3,2,2,2,1,3,2,52,2,2,1,12,2,4,NA,31
"1921",1,NA,4,4,1,2,2,3,1,52,1,2,2,12,3,4,NA,64
"1922",1,3,NA,NA,NA,1,2,3,NA,52,1,1,1,12,2,0,NA,27
"1923",2,NA,2,3,2,NA,2,2,3,52,2,2,2,12,3,4,3,59
"1924",2,NA,NA,NA,NA,NA,2,2,3,20,1,2,2,5,2,4,5,38
"1925",1,4,3,4,3,NA,2,2,2,52,2,2,2,11,1,5,5,29
"1926",1,NA,NA,NA,NA,2,1,2,NA,24,1,2,2,NA,3,1,NA,75
"1927",1,NA,3,2,2,2,1,2,2,52,1,1,2,12,1,6,NA,45
"1928",1,NA,4,3,1,1,3,2,2,48,2,1,1,9,1,5,NA,44
"1929",0,NA,3,3,2,NA,2,2,1,47,NA,3,1,12,2,3,NA,29
"1930",1,NA,NA,NA,NA,2,2,1,NA,0,3,4,3,NA,2,0,NA,79
"1931",3,NA,3,3,2,1,2,2,2,52,NA,NA,3,12,3,0,NA,34
"1932",1,4,NA,NA,NA,NA,1,3,NA,0,2,3,1,NA,2,2,2,85
"1933",4,NA,3,2,1,NA,1,3,2,52,1,1,2,12,2,2,NA,66
"1934",2,NA,2,1,3,2,3,2,2,52,2,3,2,12,3,5,NA,26
"1935",1,1,NA,NA,NA,NA,2,3,NA,0,2,1,2,NA,3,NA,NA,66
"1936",1,2,NA,NA,NA,NA,3,2,2,52,2,2,2,11,2,3,6,65
"1937",1,NA,2,4,2,2,1,2,1,52,NA,NA,2,12,3,NA,NA,65
"1938",0,NA,3,2,2,NA,3,2,2,52,1,2,1,12,4,4,4,56
"1939",1,NA,NA,NA,NA,NA,2,1,NA,0,2,2,2,NA,2,0,NA,56
"1940",0,2,NA,NA,NA,2,1,3,1,0,3,4,2,NA,3,1,NA,34
"1941",1,3,NA,NA,NA,NA,2,2,2,52,2,1,2,8,2,1,NA,55
"1942",3,1,4,2,2,1,3,3,2,24,NA,NA,3,NA,4,3,5,53
"1943",4,4,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,1,0,5,82
"1944",1,3,3,3,3,1,2,2,1,20,NA,NA,1,8,3,5,5,29
"1945",3,NA,3,3,3,1,3,3,3,52,2,2,2,12,4,1,NA,52
"1946",1,NA,4,2,3,1,2,2,3,10,3,1,2,NA,2,0,NA,23
"1947",1,3,NA,NA,NA,NA,1,3,1,52,2,2,2,12,3,5,5,33
"1948",3,3,NA,NA,NA,2,1,3,1,52,NA,NA,2,12,4,2,6,56
"1949",3,NA,4,4,1,2,2,2,1,52,1,2,2,11,2,3,NA,28
"1950",1,1,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,2,0,6,76
"1951",1,NA,2,2,3,1,2,2,2,52,2,2,2,12,1,4,NA,33
"1952",1,NA,NA,NA,NA,NA,1,3,NA,0,2,2,2,NA,3,1,5,68
"1953",1,NA,4,1,3,2,2,3,2,52,1,2,1,12,3,4,NA,44
"1954",0,1,NA,NA,NA,2,1,2,NA,0,2,3,1,NA,2,NA,NA,74
"1955",3,NA,2,2,2,2,2,2,2,52,2,2,3,12,3,0,NA,55
"1956",1,2,NA,NA,NA,2,2,2,NA,0,2,3,2,12,4,NA,NA,67
"1957",4,1,2,3,2,1,1,3,1,52,1,1,1,12,3,2,NA,59
"1958",1,3,NA,NA,NA,NA,3,3,2,52,1,2,2,10,1,0,6,55
"1959",0,NA,NA,NA,NA,NA,2,1,NA,0,1,3,2,NA,2,6,6,45
"1960",0,NA,3,2,2,2,2,3,1,52,NA,NA,1,12,1,NA,NA,56
"1961",1,NA,2,2,2,NA,2,2,1,48,2,2,1,11,4,1,NA,27
"1962",0,NA,1,3,2,1,2,2,3,52,2,2,1,9,2,5,NA,34
"1963",1,1,NA,NA,NA,NA,2,3,NA,0,1,1,3,NA,2,0,NA,61
"1964",3,1,NA,NA,NA,NA,2,2,1,40,2,2,1,12,2,6,3,30
"1965",3,2,NA,NA,NA,1,2,2,1,52,NA,NA,2,2,2,1,4,25
"1966",1,NA,3,3,2,NA,2,2,2,25,2,3,2,NA,3,3,NA,56
"1967",1,NA,4,2,2,NA,1,3,1,52,1,2,2,12,3,4,6,58
"1968",1,NA,3,1,2,1,3,2,1,51,1,2,1,5,2,4,NA,38
"1969",1,NA,4,2,2,1,3,2,2,52,1,2,1,2,4,5,NA,26
"1970",1,1,NA,NA,NA,NA,1,3,NA,0,2,2,2,NA,3,NA,NA,71
"1971",0,NA,4,4,2,NA,3,2,2,52,2,2,3,10,2,5,NA,44
"1972",3,NA,4,3,1,NA,3,1,1,52,2,1,2,11,3,2,5,35
"1973",4,2,NA,NA,NA,1,2,2,1,52,1,1,1,12,3,3,NA,38
"1974",0,NA,5,4,2,2,1,2,1,52,NA,NA,1,10,5,NA,6,53
"1975",1,NA,1,2,2,1,2,1,4,52,NA,NA,1,10,3,6,5,28
"1976",1,NA,NA,NA,NA,NA,2,3,NA,0,2,2,3,NA,2,NA,6,84
"1977",1,1,2,2,2,2,3,2,3,30,NA,NA,3,9,3,NA,3,50
"1978",0,NA,5,2,1,2,1,3,1,36,2,2,1,3,1,NA,NA,65
"1979",1,4,NA,NA,NA,1,3,2,2,30,1,3,2,10,3,6,NA,26
"1980",1,2,3,3,1,2,3,3,1,44,1,1,1,11,2,2,NA,52
"1981",1,NA,NA,NA,NA,2,2,1,NA,0,2,4,3,NA,3,1,NA,59
"1982",1,NA,NA,NA,NA,1,2,1,3,20,2,2,2,NA,3,3,NA,54
"1983",1,3,NA,NA,NA,2,1,3,1,52,1,2,2,12,3,3,NA,44
"1984",0,2,NA,NA,NA,NA,1,1,NA,0,1,4,3,NA,1,0,NA,67
"1985",1,2,5,1,2,NA,3,1,1,45,2,2,2,10,2,0,NA,63
"1986",3,2,3,3,2,NA,1,2,1,30,2,2,1,12,3,0,NA,29
"1987",4,NA,3,3,2,2,2,3,1,52,1,1,1,12,3,4,NA,60
"1988",1,4,4,3,1,1,1,3,1,30,1,2,2,4,3,6,NA,20
"1989",1,4,3,3,NA,1,1,2,2,52,1,2,1,1,1,0,NA,65
"1990",1,3,NA,NA,NA,1,3,2,2,27,NA,NA,3,NA,2,4,5,27
"1991",1,4,NA,NA,NA,1,2,2,2,NA,2,3,2,NA,3,NA,NA,53
"1992",1,5,3,1,2,2,2,3,1,32,NA,NA,2,11,2,0,NA,67
"1993",2,NA,2,2,1,2,2,3,1,52,NA,NA,1,12,2,5,NA,30
"1994",1,2,NA,NA,NA,NA,1,3,2,24,1,1,1,3,3,3,NA,19
"1995",1,NA,NA,NA,NA,2,2,3,NA,0,NA,NA,3,NA,3,1,NA,79
"1996",1,NA,3,2,2,NA,2,2,2,52,2,2,2,NA,2,5,3,33
"1997",0,1,NA,NA,NA,NA,2,2,1,51,2,1,1,9,3,5,NA,75
"1998",0,NA,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,2,0,NA,79
"1999",0,NA,NA,NA,NA,2,2,2,1,8,2,3,2,NA,3,3,NA,32
"2000",4,4,NA,NA,NA,NA,1,3,NA,0,1,1,1,NA,3,0,NA,70
"2001",0,2,3,2,2,1,2,3,1,43,NA,NA,2,10,NA,5,3,58
"2002",0,NA,NA,NA,NA,2,1,2,NA,0,NA,NA,2,NA,3,0,NA,73
"2003",0,NA,5,4,1,1,2,3,1,25,1,1,3,12,2,4,NA,45
"2004",0,3,1,1,2,2,2,1,2,0,2,3,3,NA,1,2,NA,33
"2005",0,1,NA,NA,NA,2,2,2,NA,0,2,2,1,NA,2,0,NA,80
"2006",0,NA,NA,NA,NA,1,2,2,NA,0,1,3,2,NA,3,3,NA,64
"2007",1,3,1,3,2,2,2,2,2,52,NA,NA,2,12,3,0,5,54
"2008",1,NA,4,3,2,2,2,3,2,45,1,1,2,12,3,0,NA,53
"2009",2,2,NA,NA,NA,2,2,2,1,0,1,1,1,NA,1,NA,NA,42
"2010",0,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,NA,2,NA,NA,31
"2011",1,5,NA,NA,NA,NA,2,2,1,52,1,2,1,12,3,5,NA,54
"2012",0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,2,NA,3,NA,NA,78
"2013",1,NA,NA,NA,NA,2,2,2,2,0,2,2,2,NA,3,6,NA,28
"2014",3,NA,NA,NA,NA,NA,2,2,2,0,2,2,1,NA,2,NA,NA,37
"2015",1,NA,2,2,3,NA,1,2,2,52,1,2,1,NA,2,4,4,18
"2016",3,NA,1,2,4,NA,2,3,4,41,2,2,2,12,2,5,5,37
"2017",0,4,NA,NA,NA,NA,2,2,1,52,2,2,2,12,1,1,NA,43
"2018",0,NA,NA,NA,NA,2,2,3,NA,0,NA,NA,1,NA,3,0,NA,19
"2019",1,NA,3,4,1,NA,1,2,1,52,1,1,1,12,3,5,NA,39
"2020",0,NA,NA,NA,NA,NA,2,2,2,51,2,2,2,12,NA,NA,NA,52
"2021",0,4,NA,NA,NA,1,2,2,2,25,1,1,1,1,3,NA,NA,22
"2022",1,4,3,2,3,1,2,2,1,36,1,3,2,5,3,5,NA,35
"2023",1,NA,1,1,2,1,1,2,1,40,1,4,2,12,4,4,NA,25
"2024",1,1,3,2,1,1,2,2,1,40,NA,NA,2,12,1,NA,6,51
"2025",0,2,NA,NA,NA,2,2,3,3,0,NA,NA,2,NA,3,1,5,30
"2026",0,2,NA,NA,NA,NA,2,1,1,0,2,3,3,NA,3,0,NA,70
"2027",1,NA,3,4,2,1,1,2,2,52,NA,NA,1,8,1,4,NA,30
"2028",1,NA,4,2,2,2,2,3,2,52,2,3,2,2,3,2,NA,59
"2029",0,NA,5,4,NA,2,1,2,1,10,NA,NA,2,3,4,NA,3,49
"2030",1,1,NA,NA,NA,2,1,3,1,52,NA,NA,1,NA,4,5,5,29
"2031",3,NA,3,3,1,1,3,2,1,52,1,2,1,NA,4,4,NA,30
"2032",0,NA,3,3,2,2,1,3,1,52,2,3,2,12,2,NA,NA,62
"2033",2,NA,3,2,2,NA,2,2,1,52,1,1,1,12,3,NA,5,35
"2034",3,NA,3,2,2,2,1,3,1,52,NA,NA,1,12,3,2,5,55
"2035",2,NA,NA,NA,NA,2,1,4,1,0,NA,NA,2,NA,NA,NA,NA,77
"2036",4,NA,NA,NA,NA,2,2,3,NA,0,2,2,2,NA,3,0,NA,78
"2037",1,1,NA,NA,NA,2,1,2,NA,0,NA,NA,1,NA,2,NA,NA,89
"2038",4,4,3,3,3,2,2,3,1,52,2,1,2,12,4,3,NA,41
"2039",2,NA,4,3,2,1,2,2,1,52,1,2,2,12,3,2,NA,53
"2040",4,2,3,3,NA,NA,1,3,2,52,1,2,2,NA,2,1,NA,74
"2041",1,NA,NA,NA,NA,2,1,1,NA,0,NA,NA,2,NA,2,NA,NA,78
"2042",1,2,NA,NA,NA,NA,1,4,1,0,1,2,1,NA,4,5,6,46
"2043",3,NA,NA,NA,NA,1,2,1,NA,0,NA,NA,2,NA,2,NA,NA,60
"2044",1,NA,4,3,1,NA,3,4,1,52,1,2,1,11,1,0,6,61
"2045",1,NA,3,1,1,NA,2,3,1,52,1,2,2,12,4,4,NA,48
"2046",1,NA,4,3,2,2,3,2,2,21,1,2,2,2,2,1,NA,21
"2047",3,NA,NA,NA,NA,2,2,3,NA,0,1,2,2,NA,2,0,NA,77
"2048",1,NA,NA,NA,NA,2,3,2,NA,45,NA,NA,1,9,3,5,3,25
"2049",1,2,4,2,2,1,2,2,1,52,NA,NA,2,12,3,3,NA,36
"2050",1,NA,2,4,1,2,3,2,2,52,1,1,2,10,3,3,NA,32
"2051",0,3,NA,NA,NA,NA,2,1,NA,0,2,1,1,NA,1,4,NA,19
"2052",4,NA,3,1,1,NA,1,3,1,52,2,1,2,12,4,NA,4,29
"2053",1,1,NA,NA,NA,NA,3,2,3,52,3,2,3,11,2,0,NA,60
"2054",1,1,NA,NA,NA,NA,2,2,2,0,2,3,2,NA,3,0,4,34
"2055",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,0,NA,77
"2056",4,4,NA,NA,NA,NA,2,3,2,52,2,1,2,12,3,0,NA,57
"2057",3,4,3,4,2,NA,2,2,1,52,2,2,2,NA,3,4,6,24
"2058",2,NA,3,1,2,2,2,2,2,52,1,3,2,12,2,2,NA,31
"2059",1,1,NA,NA,NA,1,3,1,4,0,1,3,3,NA,1,0,NA,63
"2060",4,2,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,3,0,NA,78
"2061",3,NA,NA,NA,NA,NA,2,2,NA,0,1,4,1,NA,4,0,NA,86
"2062",1,NA,4,3,2,1,2,3,1,52,NA,NA,2,NA,3,NA,NA,21
"2063",3,5,4,4,2,1,2,3,1,52,NA,NA,1,NA,1,3,NA,39
"2064",1,5,3,1,1,1,2,1,1,52,3,3,2,11,3,0,NA,61
"2065",0,NA,NA,NA,NA,2,2,3,2,0,1,3,1,NA,2,0,NA,70
"2066",4,5,3,2,2,2,2,3,1,40,NA,NA,2,12,4,NA,5,43
"2067",3,NA,3,2,2,NA,1,3,2,50,2,2,2,12,3,5,4,43
"2068",3,1,NA,NA,NA,2,1,3,1,0,NA,NA,2,NA,2,0,NA,61
"2069",4,5,3,4,2,NA,2,3,1,52,1,1,2,11,4,0,NA,58
"2070",4,NA,4,2,2,2,1,3,1,52,NA,NA,1,12,4,0,6,34
"2071",3,1,NA,NA,NA,1,1,2,2,50,2,1,2,10,4,2,NA,24
"2072",1,4,NA,NA,NA,2,1,3,2,52,NA,NA,2,12,2,3,5,55
"2073",1,3,NA,NA,NA,NA,2,2,2,52,1,2,2,12,4,4,3,26
"2074",1,NA,4,2,1,2,1,3,1,52,1,1,1,11,4,3,NA,53
"2075",4,NA,2,4,3,2,1,3,1,52,NA,NA,1,12,2,3,5,56
"2076",1,1,3,2,1,NA,2,2,1,48,1,2,1,NA,2,NA,4,60
"2077",3,NA,NA,NA,NA,1,3,2,2,52,NA,NA,2,12,4,5,2,33
"2078",1,1,3,2,2,NA,2,3,1,52,1,2,1,12,3,5,4,38
"2079",1,2,3,1,2,1,3,2,2,52,2,2,3,9,4,0,NA,61
"2080",1,3,5,3,2,NA,1,3,1,52,1,1,2,12,3,0,NA,65
"2081",1,3,3,2,2,NA,2,2,2,52,2,1,2,12,2,4,NA,48
"2082",0,3,2,1,2,NA,2,2,1,52,1,3,2,12,2,3,NA,32
"2083",1,4,NA,NA,NA,1,2,2,2,52,2,3,2,NA,3,1,NA,23
"2084",0,NA,1,3,2,NA,3,2,2,52,2,2,2,NA,1,0,5,38
"2085",2,NA,2,4,1,NA,2,2,1,15,2,3,2,12,2,0,5,61
"2086",1,2,NA,NA,NA,NA,3,2,1,52,2,2,3,12,2,0,6,48
"2087",1,4,4,2,2,1,2,2,1,49,NA,NA,2,12,3,3,3,25
"2088",1,1,NA,NA,NA,NA,1,2,NA,0,1,1,2,NA,4,0,NA,77
"2089",1,3,3,1,4,1,3,1,2,52,1,4,3,NA,1,4,NA,29
"2090",1,3,3,1,2,1,2,2,1,52,NA,NA,2,12,3,1,NA,64
"2091",1,NA,NA,NA,NA,2,2,2,2,0,1,2,2,NA,2,0,NA,63
"2092",1,3,NA,NA,NA,NA,3,1,2,52,1,3,2,2,2,5,4,23
"2093",1,5,5,3,1,1,1,3,1,49,2,1,2,12,3,0,NA,67
"2094",0,4,NA,NA,NA,NA,2,3,2,52,2,1,1,NA,2,6,NA,28
"2095",1,1,NA,NA,NA,1,3,1,2,12,1,2,2,NA,2,5,NA,22
"2096",0,NA,NA,NA,NA,2,3,2,2,39,2,3,3,NA,1,4,NA,43
"2097",0,3,5,2,2,1,3,1,1,0,NA,NA,2,NA,3,5,NA,30
"2098",1,NA,5,4,1,2,1,3,1,52,1,1,1,12,2,5,NA,43
"2099",1,3,2,4,2,2,2,3,4,52,1,1,3,11,3,6,NA,39
"2100",0,NA,4,3,1,2,2,2,2,40,NA,NA,2,12,2,4,NA,56
"2101",0,2,NA,NA,NA,2,1,2,NA,0,NA,NA,1,NA,2,1,NA,86
"2102",0,NA,2,4,1,2,2,3,4,52,2,3,1,10,2,6,NA,29
"2103",1,NA,NA,NA,NA,2,2,1,NA,0,3,4,3,NA,1,0,NA,70
"2104",1,2,NA,NA,NA,NA,2,2,NA,0,3,3,3,NA,1,NA,NA,59
"2105",3,2,NA,NA,NA,2,2,3,NA,0,1,2,1,NA,3,NA,NA,NA
"2106",1,NA,NA,NA,NA,2,1,3,NA,0,1,2,2,NA,2,1,NA,67
"2107",2,NA,4,3,2,NA,2,2,2,52,1,3,2,12,3,5,5,27
"2108",3,NA,NA,NA,NA,2,1,3,NA,0,2,2,2,12,3,1,NA,62
"2109",1,NA,NA,NA,NA,1,3,3,1,14,NA,NA,2,NA,4,1,6,41
"2110",1,2,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,3,0,NA,89
"2111",1,5,3,1,2,NA,2,2,1,52,1,2,2,11,2,5,4,35
"2112",1,NA,1,4,2,NA,3,2,3,52,1,2,1,11,2,4,NA,42
"2113",1,NA,4,3,1,2,2,3,1,48,1,1,2,12,4,2,NA,37
"2114",1,NA,NA,NA,NA,NA,2,NA,2,0,1,2,1,NA,NA,NA,NA,36
"2115",1,2,NA,NA,NA,2,2,1,1,0,NA,3,3,NA,3,NA,NA,35
"2116",4,4,NA,NA,NA,1,3,1,1,46,1,2,3,7,2,4,NA,26
"2117",0,NA,NA,NA,NA,NA,2,2,NA,0,1,4,1,NA,2,0,5,76
"2118",1,NA,2,1,3,1,3,3,2,52,NA,NA,2,12,3,0,NA,33
"2119",0,NA,NA,NA,NA,2,3,3,NA,0,2,4,1,NA,1,3,NA,66
"2120",1,1,NA,NA,NA,NA,3,3,1,0,1,3,1,NA,3,6,3,37
"2121",2,1,NA,NA,NA,NA,2,2,NA,0,2,1,1,NA,3,3,NA,67
"2122",0,NA,NA,NA,NA,NA,3,1,3,0,3,2,3,NA,2,5,5,24
"2123",0,3,1,1,2,2,3,1,4,52,NA,NA,3,11,3,0,NA,53
"2124",3,5,NA,NA,NA,NA,2,2,2,40,2,3,2,6,1,NA,NA,30
"2125",0,NA,NA,NA,NA,NA,1,1,2,26,1,2,1,NA,1,NA,NA,41
"2126",1,NA,NA,NA,NA,NA,3,3,NA,0,2,4,3,NA,2,1,NA,57
"2127",1,2,NA,NA,NA,1,2,2,1,0,NA,NA,2,NA,3,0,6,57
"2128",1,2,NA,NA,NA,2,2,2,NA,0,NA,NA,2,NA,1,0,4,83
"2129",0,2,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,2,0,NA,76
"2130",1,3,NA,NA,NA,2,3,2,NA,0,NA,NA,1,NA,2,0,NA,68
"2131",2,NA,NA,NA,NA,2,3,1,1,0,NA,NA,2,NA,4,0,4,57
"2132",0,5,2,1,2,2,3,2,1,52,2,2,2,12,4,0,NA,41
"2133",1,NA,2,4,1,1,2,2,2,52,1,1,1,12,3,4,NA,27
"2134",0,NA,NA,NA,NA,2,1,2,NA,0,2,3,1,NA,4,0,NA,55
"2135",1,NA,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,3,0,5,64
"2136",4,5,NA,NA,NA,NA,2,3,1,46,1,1,1,12,4,3,6,45
"2137",3,1,NA,NA,NA,NA,1,3,3,0,2,2,2,NA,2,2,5,54
"2138",3,2,NA,NA,NA,1,3,2,NA,20,NA,NA,2,8,3,2,NA,30
"2139",0,2,NA,NA,NA,2,3,NA,NA,0,3,2,2,NA,3,0,NA,88
"2140",1,3,NA,NA,NA,NA,1,3,1,0,1,2,1,NA,3,4,NA,63
"2141",1,4,NA,NA,NA,NA,2,3,2,52,1,4,2,12,3,0,NA,54
"2142",3,NA,3,3,2,2,2,3,2,52,NA,2,2,NA,NA,NA,NA,NA
"2143",1,NA,2,1,2,NA,3,2,2,51,1,2,2,12,3,2,NA,51
"2144",3,2,NA,NA,NA,2,1,3,1,0,NA,NA,2,NA,2,3,6,43
"2145",1,5,NA,NA,NA,2,1,3,1,52,NA,NA,1,12,4,4,NA,52
"2146",3,NA,NA,NA,NA,1,3,2,1,16,NA,NA,1,3,3,6,3,27
"2147",1,4,3,3,2,NA,3,2,1,30,1,3,1,10,2,3,4,48
"2148",1,NA,NA,NA,NA,2,2,3,NA,0,1,2,1,NA,2,0,NA,70
"2149",1,5,3,4,1,2,2,3,2,52,1,1,1,12,2,NA,NA,62
"2150",2,5,2,2,3,2,2,3,1,52,NA,NA,2,5,3,2,3,31
"2151",3,3,NA,NA,NA,1,1,3,2,0,1,2,1,NA,3,NA,NA,54
"2152",3,4,1,3,3,NA,1,3,3,52,2,2,2,12,3,3,5,39
"2153",1,2,NA,NA,NA,2,1,3,NA,0,NA,NA,3,NA,1,3,NA,88
"2154",3,4,2,1,3,1,2,3,2,50,NA,NA,2,12,4,4,4,36
"2155",1,4,2,1,2,NA,1,2,2,48,1,2,2,12,3,1,4,65
"2156",1,NA,NA,NA,NA,2,2,2,1,0,NA,NA,1,NA,3,4,NA,29
"2157",2,2,NA,NA,NA,1,3,2,2,52,2,3,3,11,2,0,NA,33
"2158",3,NA,NA,NA,NA,2,1,1,NA,0,1,2,2,NA,3,0,NA,24
"2159",1,5,NA,NA,NA,1,3,2,NA,20,2,2,1,9,4,3,NA,24
"2160",2,4,NA,NA,NA,NA,3,2,NA,32,1,1,2,4,2,4,NA,20
"2161",3,NA,2,1,2,2,2,3,1,52,2,1,2,12,3,1,NA,65
"2162",0,NA,NA,NA,NA,2,1,1,4,0,3,4,2,NA,3,NA,NA,58
"2163",1,NA,2,2,2,NA,1,3,1,52,2,3,2,11,5,2,NA,79
"2164",1,1,NA,NA,NA,NA,3,1,NA,0,1,2,1,NA,2,0,NA,79
"2165",3,NA,3,1,2,2,1,3,1,52,NA,NA,2,12,3,0,NA,40
"2166",2,5,5,3,1,NA,3,2,1,52,1,1,2,12,2,4,3,44
"2167",1,NA,NA,NA,NA,2,1,3,NA,0,1,4,2,NA,3,1,NA,74
"2168",1,NA,3,3,1,NA,2,3,2,48,2,2,2,11,2,NA,6,68
"2169",1,4,5,4,2,NA,2,2,1,46,1,2,2,NA,3,NA,NA,27
"2170",2,3,NA,NA,NA,2,1,3,1,52,NA,NA,1,12,4,0,NA,72
"2171",3,4,3,1,2,NA,3,2,2,52,2,2,2,12,4,6,2,47
"2172",1,5,3,4,3,2,2,2,1,52,NA,NA,1,12,3,6,5,39
"2173",2,NA,3,1,2,NA,2,2,1,24,1,1,1,9,1,1,4,36
"2174",1,4,3,1,2,NA,3,3,2,50,1,2,2,12,4,6,1,33
"2175",2,NA,NA,NA,NA,1,3,1,NA,44,2,3,2,10,1,3,NA,23
"2176",3,NA,3,1,1,NA,2,2,3,52,1,2,2,12,4,2,5,40
"2177",3,2,NA,NA,NA,NA,2,3,2,48,1,1,1,9,4,4,4,29
"2178",4,NA,2,1,3,2,3,3,3,52,2,2,1,12,2,NA,NA,37
"2179",2,4,NA,NA,NA,NA,2,2,NA,42,2,1,2,9,3,5,5,26
"2180",1,4,NA,NA,NA,NA,1,3,NA,0,1,2,1,NA,NA,NA,2,67
"2181",1,NA,3,1,1,NA,1,2,1,16,1,1,1,9,3,3,6,34
"2182",1,NA,4,2,2,2,2,3,1,52,1,1,1,12,3,5,NA,27
"2183",0,NA,NA,NA,NA,2,3,1,1,10,NA,NA,2,2,2,1,6,45
"2184",3,3,1,1,2,1,1,3,1,48,1,1,1,12,4,4,NA,32
"2185",1,5,2,1,3,NA,2,2,1,52,2,1,2,12,2,0,5,32
"2186",2,NA,3,1,3,NA,3,2,1,52,1,2,2,NA,3,3,5,24
"2187",3,NA,2,3,3,NA,3,3,2,40,1,3,2,NA,3,4,2,27
"2188",1,2,3,1,2,NA,3,3,1,52,1,2,3,12,4,3,5,55
"2189",3,NA,2,3,3,1,2,2,1,48,1,2,2,NA,2,4,NA,37
"2190",1,NA,NA,NA,NA,NA,2,2,NA,0,1,2,1,NA,2,0,NA,70
"2191",1,NA,NA,NA,NA,1,2,2,2,25,NA,NA,1,9,2,2,5,53
"2192",1,3,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,3,5,NA,59
"2193",1,2,NA,NA,NA,1,2,2,NA,10,1,2,1,9,3,3,NA,63
"2194",1,4,2,2,2,2,2,3,1,52,NA,NA,3,12,3,0,NA,53
"2195",1,NA,5,2,2,2,2,2,2,40,1,2,2,7,3,5,NA,21
"2196",3,NA,3,2,1,NA,3,2,1,52,2,3,2,12,3,NA,NA,61
"2197",1,NA,NA,NA,NA,2,3,1,NA,0,NA,NA,3,NA,2,NA,NA,71
"2198",1,NA,NA,NA,NA,2,3,1,NA,0,3,4,2,NA,3,0,NA,65
"2199",1,NA,NA,NA,NA,NA,3,3,2,0,1,2,2,NA,1,5,1,49
"2200",1,1,NA,NA,NA,2,2,2,NA,0,1,2,2,NA,3,2,NA,65
"2201",3,NA,4,2,2,NA,1,3,1,52,1,2,2,NA,3,3,4,32
